subject,date,day,position,favorite,evaluation,session,tempo,ratio,time
6,9_15_20,5,1,0,1.67,B,3.4062250132420573,1.5364689039977377,240
6,9_15_20,5,1,0,1.67,B,3.398106886330435,1.551968394240647,250
6,9_15_20,5,1,0,1.67,B,3.3554727247035507,1.5640980664213378,260
6,9_15_20,5,1,0,1.67,B,3.3207871459841316,1.575249386091637,270
6,9_15_20,5,1,0,1.67,B,3.3147801159479036,1.539714525757584,280
6,9_15_20,5,1,0,1.67,B,3.3486848890386676,1.5038548039562278,290
6,9_15_20,5,1,0,1.67,B,3.391742668231407,1.537666916342735,300
6,9_15_20,5,1,0,1.67,B,3.4008906543211266,1.553857825348814,310
6,9_15_20,5,1,0,1.67,B,3.4274700920627157,1.5416422073196958,320
6,9_15_20,5,1,0,1.67,B,3.4726339811861666,1.5468059413771362,330
6,9_15_20,5,1,0,1.67,B,3.476539055969174,1.5590173141925563,340
6,9_15_20,5,1,0,1.67,B,3.480859197474043,1.561080970149725,350
6,9_15_20,5,1,0,1.67,B,3.436858512910888,1.5675809150935631,360
6,9_15_20,5,1,0,1.67,B,3.3441536401239462,1.602588390028598,370
6,9_15_20,5,1,0,1.67,B,3.2984393354215364,1.6264536897288333,380
6,9_15_20,5,1,0,1.67,B,3.2668803351066797,1.6272141749220066,390
6,9_15_20,5,1,0,1.67,B,3.2175610796953125,1.6194578013365308,400
6,9_15_20,5,1,0,1.67,B,3.1928241894919216,1.5993514965762097,410
6,9_15_20,5,1,0,1.67,B,3.201283022479117,1.5901418835027745,420
6,9_15_20,5,1,0,1.67,B,3.2236277561265445,1.5901418835027745,430
6,9_15_20,5,1,0,1.67,B,3.2703457593544045,1.5901418835027745,440
6,9_15_20,5,1,0,1.67,B,3.2870049427799946,1.5901418835027745,450
6,9_15_20,5,1,0,1.67,B,3.2855421138224727,1.5901418835027745,460
6,9_15_20,5,1,0,1.67,B,3.2855421138224727,1.5901418835027745,470
6,9_15_20,5,2,0,1.67,A,3.6000744765407346,1.3643903659710497,0
6,9_15_20,5,2,0,1.67,A,3.6000744765407346,1.3643903659710497,10
6,9_15_20,5,2,0,1.67,A,3.6000744765407346,1.3643903659710497,20
6,9_15_20,5,2,0,1.67,A,3.6000744765407346,1.3643903659710497,30
6,9_15_20,5,2,0,1.67,A,3.6000744765407346,1.3643903659710497,40
6,9_15_20,5,2,0,1.67,A,3.6000744765407346,1.3643903659710497,50
6,9_15_20,5,2,0,1.67,A,3.5730304717931958,1.3643903659710497,60
6,9_15_20,5,2,0,1.67,A,3.5320687231345542,1.3569560500693107,70
6,9_15_20,5,2,0,1.67,A,3.5652763036868143,1.328402347704701,80
6,9_15_20,5,2,0,1.67,A,3.6152212726979784,1.3623488230032592,90
6,9_15_20,5,2,0,1.67,A,3.7031018893230567,1.4227579462105255,100
6,9_15_20,5,2,0,1.67,A,3.844087930022485,1.4884586695246622,110
6,9_15_20,5,2,0,1.67,A,4.004262950960235,1.5244283394453435,120
6,9_15_20,5,2,0,1.67,A,4.032432113372181,1.541231536089758,130
6,9_15_20,5,2,0,1.67,A,4.047281896284592,1.5428409631049982,140
6,9_15_20,5,2,0,1.67,A,4.094832204013101,1.5465792205084479,150
6,9_15_20,5,2,0,1.67,A,4.109375060007211,1.5467464555432566,160
6,9_15_20,5,2,0,1.67,A,4.083181410818487,1.5366727618689766,170
6,9_15_20,5,2,0,1.67,A,4.080238593478686,1.5264805810814925,180
6,9_15_20,5,2,0,1.67,A,4.079624622360564,1.51205148241856,190
6,9_15_20,5,2,0,1.67,A,4.076802699129694,1.4894716848899974,200
6,9_15_20,5,2,0,1.67,A,4.0715321261886395,1.4940397108757744,210
6,9_15_20,5,2,0,1.67,A,4.09709434351968,1.4950366337341698,220
6,9_15_20,5,2,0,1.67,A,4.117410296302766,1.4846512171615163,230
6,9_15_20,5,2,0,1.67,A,4.135631276461842,1.5205900628583948,240
6,9_15_20,5,2,0,1.67,A,4.165121867130657,1.53452038052009,250
6,9_15_20,5,2,0,1.67,A,4.22157806939354,1.5301665535275115,260
6,9_15_20,5,2,0,1.67,A,4.25326023333185,1.5580118187654761,270
6,9_15_20,5,2,0,1.67,A,4.259970960171565,1.5868251252072376,280
6,9_15_20,5,2,0,1.67,A,4.249848525839017,1.606268229718538,290
6,9_15_20,5,2,0,1.67,A,4.235455849635313,1.6055851079498693,300
6,9_15_20,5,2,0,1.67,A,4.233830656364151,1.6055710992402743,310
6,9_15_20,5,2,0,1.67,A,4.170172340759555,1.6097711635999896,320
6,9_15_20,5,2,0,1.67,A,4.134924942731188,1.6193238379030916,330
6,9_15_20,5,2,0,1.67,A,4.082580956393965,1.599956617382914,340
6,9_15_20,5,2,0,1.67,A,4.032903098978242,1.5629096825878515,350
6,9_15_20,5,2,0,1.67,A,3.9933320952906843,1.5088944119112135,360
6,9_15_20,5,2,0,1.67,A,3.9406109536003884,1.5227570610265404,370
6,9_15_20,5,2,0,1.67,A,3.8587682240917127,1.5105774353544488,380
6,9_15_20,5,2,0,1.67,A,3.835196649087657,1.4590793627039271,390
6,9_15_20,5,2,0,1.67,A,3.8519068858297314,1.4446054136519215,400
6,9_15_20,5,2,0,1.67,A,3.83689435187522,1.448185174305205,410
6,9_15_20,5,2,0,1.67,A,3.823246796696524,1.4708796100207377,420
6,9_15_20,5,2,0,1.67,A,3.782413628122607,1.478234403230213,430
6,9_15_20,5,2,0,1.67,A,3.7897359042458385,1.478234403230213,440
6,9_15_20,5,2,0,1.67,A,3.7736903175376417,1.478234403230213,450
6,9_15_20,5,2,0,1.67,A,3.701374227619988,1.478234403230213,460
6,9_15_20,5,2,0,1.67,A,3.6828420488408002,1.478234403230213,470
6,9_15_20,5,3,1,2.0,C,5.136034315642876,1.231588166887044,0
6,9_15_20,5,3,1,2.0,C,5.136034315642876,1.231588166887044,10
6,9_15_20,5,3,1,2.0,C,5.136034315642876,1.231588166887044,20
6,9_15_20,5,3,1,2.0,C,5.136034315642876,1.231588166887044,30
6,9_15_20,5,3,1,2.0,C,5.078809309215851,1.231588166887044,40
6,9_15_20,5,3,1,2.0,C,4.797034168130713,1.2063145013089054,50
6,9_15_20,5,3,1,2.0,C,4.570021902625598,1.1620775045980665,60
6,9_15_20,5,3,1,2.0,C,4.562927753151038,1.197909616266523,70
6,9_15_20,5,3,1,2.0,C,4.532596931388079,1.2689775472500238,80
6,9_15_20,5,3,1,2.0,C,4.534862039330415,1.31926072984853,90
6,9_15_20,5,3,1,2.0,C,4.5177150532146655,1.3307565663585186,100
6,9_15_20,5,3,1,2.0,C,4.517178688210794,1.3702696294145182,110
6,9_15_20,5,3,1,2.0,C,4.504392009030493,1.3819325623951522,120
6,9_15_20,5,3,1,2.0,C,4.5109728385945465,1.3938852282065008,130
6,9_15_20,5,3,1,2.0,C,4.567238889114897,1.4140633120972141,140
6,9_15_20,5,3,1,2.0,C,4.611467787933389,1.4307053694776326,150
6,9_15_20,5,3,1,2.0,C,4.624260642461603,1.4113502182671147,160
6,9_15_20,5,3,1,2.0,C,4.641907120226607,1.3948632907603322,170
6,9_15_20,5,3,1,2.0,C,4.583188815756287,1.3891342281509502,180
6,9_15_20,5,3,1,2.0,C,4.53868805063429,1.3908606462778985,190
6,9_15_20,5,3,1,2.0,C,4.551347731958786,1.4024813762533506,200
6,9_15_20,5,3,1,2.0,C,4.54533269130025,1.4065916298983867,210
6,9_15_20,5,3,1,2.0,C,4.487094816974756,1.4085051858893427,220
6,9_15_20,5,3,1,2.0,C,4.4709558658694695,1.4220259628058773,230
6,9_15_20,5,3,1,2.0,C,4.4889862891657755,1.4712331071693265,240
6,9_15_20,5,3,1,2.0,C,4.4499201524605665,1.5232020992487054,250
6,9_15_20,5,3,1,2.0,C,4.4348633947552765,1.5584163454572082,260
6,9_15_20,5,3,1,2.0,C,4.462860797715452,1.5257117474076336,270
6,9_15_20,5,3,1,2.0,C,4.613762074666006,1.5082483800734616,280
6,9_15_20,5,3,1,2.0,C,4.67995125337178,1.5260755022235803,290
6,9_15_20,5,3,1,2.0,C,4.559438398879863,1.5313834690533905,300
6,9_15_20,5,3,1,2.0,C,4.449079428574616,1.4870485808914313,310
6,9_15_20,5,3,1,2.0,C,4.41117007026882,1.4914569465297751,320
6,9_15_20,5,3,1,2.0,C,4.299824943432476,1.4701403594860212,330
6,9_15_20,5,3,1,2.0,C,4.260204475809288,1.4231282983127933,340
6,9_15_20,5,3,1,2.0,C,4.328165572480115,1.4761674950547141,350
6,9_15_20,5,3,1,2.0,C,4.4290022973234136,1.497189246323711,360
6,9_15_20,5,3,1,2.0,C,4.4736282430439065,1.5261388026619023,370
6,9_15_20,5,3,1,2.0,C,4.465177755872604,1.5681877728103832,380
6,9_15_20,5,3,1,2.0,C,4.435369794774872,1.5448287532264746,390
6,9_15_20,5,3,1,2.0,C,4.3002978617485725,1.5872059928050302,400
6,9_15_20,5,3,1,2.0,C,4.232228033473914,1.6296509474449459,410
6,9_15_20,5,3,1,2.0,C,4.168705988122122,1.5890204710817186,420
6,9_15_20,5,3,1,2.0,C,4.100530986008737,1.5802350297206131,430
6,9_15_20,5,3,1,2.0,C,4.032943451847457,1.5802350297206131,440
6,9_15_20,5,3,1,2.0,C,3.9743924268919524,1.5802350297206131,450
6,9_15_20,5,3,1,2.0,C,3.9074186005336142,1.5802350297206131,460
6,9_15_20,5,3,1,2.0,C,3.9074186005336142,1.5802350297206131,470
6,9_21_20,6,1,0,3.0,D,5.421251430295542,1.0905892799648618,0
6,9_21_20,6,1,0,3.0,D,5.421251430295542,1.0905892799648618,10
6,9_21_20,6,1,0,3.0,D,5.421251430295542,1.0905892799648618,20
6,9_21_20,6,1,0,3.0,D,5.421251430295542,1.0905892799648618,30
6,9_21_20,6,1,0,3.0,D,5.421251430295542,1.0905892799648618,40
6,9_21_20,6,1,0,3.0,D,5.421251430295542,1.0905892799648618,50
6,9_21_20,6,1,0,3.0,D,5.318933490034267,1.0905892799648618,60
6,9_21_20,6,1,0,3.0,D,5.293867386353198,1.0975475708942068,70
6,9_21_20,6,1,0,3.0,D,5.334312536456547,1.123138846106124,80
6,9_21_20,6,1,0,3.0,D,5.39091491698265,1.1167582300762497,90
6,9_21_20,6,1,0,3.0,D,5.4825821860486705,1.205369621229778,100
6,9_21_20,6,1,0,3.0,D,5.295073813148238,1.1609339016579507,110
6,9_21_20,6,1,0,3.0,D,5.243938153055323,1.1470596001624382,120
6,9_21_20,6,1,0,3.0,D,5.325837367730097,1.178908444773873,130
6,9_21_20,6,1,0,3.0,D,5.481026116216138,1.2000251178876573,140
6,9_21_20,6,1,0,3.0,D,5.4374561422853835,1.163008101055517,150
6,9_21_20,6,1,0,3.0,D,5.528691983602731,1.1468192272599391,160
6,9_21_20,6,1,0,3.0,D,5.779900492009005,1.1275085762377375,170
6,9_21_20,6,1,0,3.0,D,5.824911188943654,1.0975200532385783,180
6,9_21_20,6,1,0,3.0,D,5.500909912979662,1.111779246962347,190
6,9_21_20,6,1,0,3.0,D,5.429544257230887,1.1197412429572835,200
6,9_21_20,6,1,0,3.0,D,5.249315303427261,1.0395323140936668,210
6,9_21_20,6,1,0,3.0,D,5.049055891824424,1.04420534487704,220
6,9_21_20,6,1,0,3.0,D,4.86991693098162,1.0757005681762832,230
6,9_21_20,6,1,0,3.0,D,4.782703581335251,1.1098688129431435,240
6,9_21_20,6,1,0,3.0,D,4.707420355572549,1.113789784408198,250
6,9_21_20,6,1,0,3.0,D,4.66833531962058,1.0859860420701022,260
6,9_21_20,6,1,0,3.0,D,4.677987524009393,1.081376050940717,270
6,9_21_20,6,1,0,3.0,D,4.756161358067611,1.0983772025519576,280
6,9_21_20,6,1,0,3.0,D,4.976669412895502,1.1273184810723533,290
6,9_21_20,6,1,0,3.0,D,4.895438647660371,1.1340901966545467,300
6,9_21_20,6,1,0,3.0,D,4.975392305614771,1.1685683290974531,310
6,9_21_20,6,1,0,3.0,D,5.084516334301791,1.1582365842335702,320
6,9_21_20,6,1,0,3.0,D,5.102005623785593,1.1423417214056164,330
6,9_21_20,6,1,0,3.0,D,5.069365103336586,1.147876324582977,340
6,9_21_20,6,1,0,3.0,D,4.908368624095337,1.1582358662107468,350
6,9_21_20,6,1,0,3.0,D,5.030410963061683,1.1438410690172487,360
6,9_21_20,6,1,0,3.0,D,5.227035608709094,1.187457640582564,370
6,9_21_20,6,1,0,3.0,D,5.145108351142768,1.21607591425932,380
6,9_21_20,6,1,0,3.0,D,5.25005206956141,1.195077626625961,390
6,9_21_20,6,1,0,3.0,D,5.494154054863628,1.2392530036200977,400
6,9_21_20,6,1,0,3.0,D,5.577564877825926,1.2804856225678,410
6,9_21_20,6,1,0,3.0,D,5.39597811547215,1.2798620521874937,420
6,9_21_20,6,1,0,3.0,D,5.255741076736055,1.2723637616079846,430
6,9_21_20,6,1,0,3.0,D,5.333647803540272,1.2701120223359401,440
6,9_21_20,6,1,0,3.0,D,5.209293259066259,1.2701120223359401,450
6,9_21_20,6,1,0,3.0,D,4.9718130603328525,1.2701120223359401,460
6,9_21_20,6,1,0,3.0,D,4.948642909653965,1.2701120223359401,470
7,8_31_20,1,2,1,3.0,B,13.241641245228958,1.1286243110080527,0
7,8_31_20,1,2,1,3.0,B,13.241641245228958,1.1286243110080527,10
7,8_31_20,1,2,1,3.0,B,13.241641245228958,1.1286243110080527,20
7,8_31_20,1,2,1,3.0,B,13.241641245228958,1.1286243110080527,30
7,8_31_20,1,2,1,3.0,B,13.241641245228958,1.1286243110080527,40
7,8_31_20,1,2,1,3.0,B,13.241641245228958,1.1286243110080527,50
7,8_31_20,1,2,1,3.0,B,13.241641245228958,1.1286243110080527,60
7,8_31_20,1,2,1,3.0,B,12.333296630775974,1.1739806289832206,70
7,8_31_20,1,2,1,3.0,B,12.025028011868233,1.085380158384384,80
7,8_31_20,1,2,1,3.0,B,11.045016421714433,1.092689280802773,90
7,8_31_20,1,2,1,3.0,B,10.276901787526855,1.1004021674633566,100
7,8_31_20,1,2,1,3.0,B,9.77985807895974,1.0644062795116305,110
7,8_31_20,1,2,1,3.0,B,9.583747478026453,1.0968179385498986,120
7,8_31_20,1,2,1,3.0,B,9.071674731993717,0.9989207120600349,130
7,8_31_20,1,2,1,3.0,B,9.139842468751667,0.9892952164933494,140
7,8_31_20,1,2,1,3.0,B,9.172100919515843,1.0513729398475318,150
7,8_31_20,1,2,1,3.0,B,8.854154592359663,1.0753961348230816,160
7,8_31_20,1,2,1,3.0,B,9.4642993738031,1.060964731569837,170
7,8_31_20,1,2,1,3.0,B,9.342253602924341,1.0872339210074076,180
7,8_31_20,1,2,1,3.0,B,8.943482925008684,1.0526831180003413,190
7,8_31_20,1,2,1,3.0,B,8.404419017443349,0.9463753338194671,200
7,8_31_20,1,2,1,3.0,B,8.169046603521156,0.9366830293095522,210
7,8_31_20,1,2,1,3.0,B,7.947695629603537,0.8959214933245742,220
7,8_31_20,1,2,1,3.0,B,7.905263981281078,0.9207898439424717,230
7,8_31_20,1,2,1,3.0,B,8.246772081828297,0.8525963693688511,240
7,8_31_20,1,2,1,3.0,B,8.6577938039384,0.8962878611130821,250
7,8_31_20,1,2,1,3.0,B,8.557279573208996,0.8899849401985669,260
7,8_31_20,1,2,1,3.0,B,8.389707165948764,0.9277086032176866,270
7,8_31_20,1,2,1,3.0,B,8.316776168683061,0.97604397703911,280
7,8_31_20,1,2,1,3.0,B,8.174561188474053,1.0401625945724904,290
7,8_31_20,1,2,1,3.0,B,8.137287285103483,1.0349082543632087,300
7,8_31_20,1,2,1,3.0,B,8.397771402106722,1.0966871222199546,310
7,8_31_20,1,2,1,3.0,B,8.690721067699752,1.1713364589699862,320
7,8_31_20,1,2,1,3.0,B,8.930146868392898,1.1917892491526973,330
7,8_31_20,1,2,1,3.0,B,8.863925363119671,1.156354340978399,340
7,8_31_20,1,2,1,3.0,B,8.676302671697663,1.227061601674969,350
7,8_31_20,1,2,1,3.0,B,8.650518064097296,1.0791000855718191,360
7,8_31_20,1,2,1,3.0,B,9.023067958236942,1.0592993125220072,370
7,8_31_20,1,2,1,3.0,B,8.797111191417367,1.008528469839553,380
7,8_31_20,1,2,1,3.0,B,7.8516150960742435,1.1396064742003424,390
7,8_31_20,1,2,1,3.0,B,7.203046398779305,1.161060791217027,400
7,8_31_20,1,2,1,3.0,B,6.493010749075169,1.131895946456849,410
7,8_31_20,1,2,1,3.0,B,6.003968330330695,1.2467614557937226,420
7,8_31_20,1,2,1,3.0,B,5.5965022503998005,1.2192439200810474,430
7,8_31_20,1,2,1,3.0,B,5.73074211903945,1.1431045326815654,440
7,8_31_20,1,2,1,3.0,B,5.950791432526325,1.2254631153083226,450
7,8_31_20,1,2,1,3.0,B,6.4042314889003595,1.2254631153083226,460
7,8_31_20,1,2,1,3.0,B,6.795697833603537,1.2254631153083226,470
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,0
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,10
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,20
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,30
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,40
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,50
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,60
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,70
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,80
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,90
7,8_31_20,1,3,0,0.5,A,8.166341750385842,1.0180866443740684,100
7,8_31_20,1,3,0,0.5,A,8.68944494359862,1.0180866443740684,110
7,8_31_20,1,3,0,0.5,A,9.572870600418634,1.0187968486149503,120
7,8_31_20,1,3,0,0.5,A,9.3918478023766,1.033347079387195,130
7,8_31_20,1,3,0,0.5,A,8.81978433824546,1.0987347047132754,140
7,8_31_20,1,3,0,0.5,A,8.058111680143824,1.067606847934845,150
7,8_31_20,1,3,0,0.5,A,7.595821645670158,1.0151456357154647,160
7,8_31_20,1,3,0,0.5,A,7.321892553069004,0.9921579510151909,170
7,8_31_20,1,3,0,0.5,A,7.154880377431889,1.0205335036056238,180
7,8_31_20,1,3,0,0.5,A,7.546543070367365,1.0403937471103095,190
7,8_31_20,1,3,0,0.5,A,7.801662434822782,1.0553714860496484,200
7,8_31_20,1,3,0,0.5,A,8.244785324977837,1.124153675336846,210
7,8_31_20,1,3,0,0.5,A,8.142432458994195,1.129262316145072,220
7,8_31_20,1,3,0,0.5,A,8.168277429646446,1.115701392712151,230
7,8_31_20,1,3,0,0.5,A,7.964030740141898,1.090320545666337,240
7,8_31_20,1,3,0,0.5,A,7.866895065892364,1.0950290171418662,250
7,8_31_20,1,3,0,0.5,A,7.84627351612977,1.1183961217475988,260
7,8_31_20,1,3,0,0.5,A,7.75543480977567,1.1390441846086414,270
7,8_31_20,1,3,0,0.5,A,7.658757781429383,1.114980315968606,280
7,8_31_20,1,3,0,0.5,A,7.452812974890874,1.1309049763636212,290
7,8_31_20,1,3,0,0.5,A,7.3187581329605,1.2041089368446476,300
7,8_31_20,1,3,0,0.5,A,6.9814794529503095,1.2292685012997002,310
7,8_31_20,1,3,0,0.5,A,6.767921437243819,1.2326757526261312,320
7,8_31_20,1,3,0,0.5,A,6.604902858867449,1.2324688946999998,330
7,8_31_20,1,3,0,0.5,A,6.387139777469204,1.2728509261972227,340
7,8_31_20,1,3,0,0.5,A,6.267958113129818,1.2919481856743922,350
7,8_31_20,1,3,0,0.5,A,6.279291588376309,1.3007703979305267,360
7,8_31_20,1,3,0,0.5,A,6.278974255740989,1.2913600319697753,370
7,8_31_20,1,3,0,0.5,A,6.297085942578138,1.2847519565652155,380
7,8_31_20,1,3,0,0.5,A,6.433490513652536,1.2638555948798218,390
7,8_31_20,1,3,0,0.5,A,6.5159261644229245,1.2426585770875225,400
7,8_31_20,1,3,0,0.5,A,6.78970738734682,1.199244161080497,410
7,8_31_20,1,3,0,0.5,A,6.999834644898249,1.208782810109034,420
7,8_31_20,1,3,0,0.5,A,7.151594615953951,1.1320836272225554,430
7,8_31_20,1,3,0,0.5,A,7.170299886027993,1.088729749449123,440
7,8_31_20,1,3,0,0.5,A,6.968051383548837,1.068274443214668,450
7,8_31_20,1,3,0,0.5,A,6.76535206443709,1.068274443214668,460
7,8_31_20,1,3,0,0.5,A,6.803960674413663,1.068274443214668,470
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,0
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,10
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,20
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,30
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,40
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,50
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,60
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,70
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,80
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,90
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,100
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,110
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,120
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,130
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,140
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,150
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,160
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,170
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,180
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,190
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,200
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,210
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,220
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,230
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,240
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,250
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,260
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,270
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,280
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,290
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,300
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,310
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,320
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,330
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,340
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,350
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,360
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,370
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,380
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,390
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,400
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,410
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,420
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,430
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,440
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,450
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,460
7,9_3_20,2,1,0,0.5,A,10.269930246526789,0.9545495060809563,470
7,9_6_20,3,1,0,-1.0,C,10.715155762610399,1.0614429094827138,0
7,9_6_20,3,1,0,-1.0,C,10.715155762610399,1.0614429094827138,10
7,9_6_20,3,1,0,-1.0,C,10.715155762610399,1.0614429094827138,20
7,9_6_20,3,1,0,-1.0,C,10.715155762610399,1.0614429094827138,30
7,9_6_20,3,1,0,-1.0,C,10.163729583932158,1.0824286280503521,40
7,9_6_20,3,1,0,-1.0,C,9.56544437787856,1.1209424343046457,50
7,9_6_20,3,1,0,-1.0,C,9.293760776592249,1.1078546102059326,60
7,9_6_20,3,1,0,-1.0,C,9.038682351440201,1.1515163421157026,70
7,9_6_20,3,1,0,-1.0,C,9.06310526264061,1.2634881854031403,80
7,9_6_20,3,1,0,-1.0,C,8.960039071659743,1.297033201317171,90
7,9_6_20,3,1,0,-1.0,C,8.89063273701564,1.3508959569560552,100
7,9_6_20,3,1,0,-1.0,C,8.616354788092629,1.3530686857586844,110
7,9_6_20,3,1,0,-1.0,C,8.299794895138312,1.3272764245813857,120
7,9_6_20,3,1,0,-1.0,C,8.373723133792252,1.19950585679894,130
7,9_6_20,3,1,0,-1.0,C,8.251074496596473,1.2028320491199624,140
7,9_6_20,3,1,0,-1.0,C,8.285431705787389,1.1399307813189927,150
7,9_6_20,3,1,0,-1.0,C,8.423712857380858,1.1547954899135633,160
7,9_6_20,3,1,0,-1.0,C,8.409874207368976,1.185349931999391,170
7,9_6_20,3,1,0,-1.0,C,8.293993734627469,1.1906325684172072,180
7,9_6_20,3,1,0,-1.0,C,8.262647257872093,1.1945583416237717,190
7,9_6_20,3,1,0,-1.0,C,8.257658347695788,1.2021194981651004,200
7,9_6_20,3,1,0,-1.0,C,8.416046507549476,1.2008865636911963,210
7,9_6_20,3,1,0,-1.0,C,8.52411908930954,1.196347503879481,220
7,9_6_20,3,1,0,-1.0,C,8.678016548079494,1.1866552651984472,230
7,9_6_20,3,1,0,-1.0,C,8.90934236707236,1.1127895020872238,240
7,9_6_20,3,1,0,-1.0,C,9.084316956691122,1.1131624658607637,250
7,9_6_20,3,1,0,-1.0,C,9.315169430328417,1.1201987677306093,260
7,9_6_20,3,1,0,-1.0,C,9.35477671122383,1.1140107559718078,270
7,9_6_20,3,1,0,-1.0,C,9.14565847058612,1.115685598465277,280
7,9_6_20,3,1,0,-1.0,C,8.863697740134585,1.179709334772864,290
7,9_6_20,3,1,0,-1.0,C,8.720461953992777,1.1841574413166256,300
7,9_6_20,3,1,0,-1.0,C,8.519105760368754,1.2037903425715182,310
7,9_6_20,3,1,0,-1.0,C,8.472114290589154,1.2301658142433178,320
7,9_6_20,3,1,0,-1.0,C,8.372621870628523,1.2435641987117092,330
7,9_6_20,3,1,0,-1.0,C,8.23347472465396,1.222461596926941,340
7,9_6_20,3,1,0,-1.0,C,8.482090754879223,1.1691287748035748,350
7,9_6_20,3,1,0,-1.0,C,8.563788086279542,1.1636415335748425,360
7,9_6_20,3,1,0,-1.0,C,8.56474788045146,1.1245822509614083,370
7,9_6_20,3,1,0,-1.0,C,8.559229538708609,1.1304969591524932,380
7,9_6_20,3,1,0,-1.0,C,8.437343705654708,1.1275789648608785,390
7,9_6_20,3,1,0,-1.0,C,8.213626009028674,1.147495593989807,400
7,9_6_20,3,1,0,-1.0,C,8.249609517603185,1.1404107740205551,410
7,9_6_20,3,1,0,-1.0,C,8.406959785403485,1.128920600073245,420
7,9_6_20,3,1,0,-1.0,C,8.538073999700387,1.1190143051291777,430
7,9_6_20,3,1,0,-1.0,C,8.643130250248452,1.1500512528206097,440
